"","TITULO","ABSTRACT","OWASP","CWE","URL"
"346"," Android Bad Practices: System Permission Defined","  The program defines a new permission on the <code>android.permission</code> namespace.","A5 Security Misconfiguration","265","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/android_bad_practices_system_permission_defined.html"
"347"," Android Bad Practices: Unnecessary Component Exposure","  This receiver component is  unnecessarily accessible to third-party components increasing the risk of malicious information injection.","A5 Security Misconfiguration","265","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/android_bad_practices_unnecessary_component_exposure.html"
"348"," Android Bad Practices: Weak Authentication","  The program uses private and/or device specific information to generate a universally unique identifier.",NA,"287","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/android_bad_practices_weak_authentication.html"
"349"," Android Bad Practices: normal Permission","  The program declares a permission with the <code>normal</code> protection level.","A5 Security Misconfiguration","265","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/android_bad_practices_normal_permission.html"
"350"," Axis 2 Misconfiguration: Insecure Transport Receiver","  The configuration should ensure SSL is required for access to sensitive information.","A5 Security Misconfiguration","311","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/axis2_misconfiguration_insecure_transport_receiver.html"
"351"," Axis 2 Misconfiguration: Insecure Transport Sender","  The configuration should ensure SSL is required for access to sensitive information.","A5 Security Misconfiguration","311","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/axis2_misconfiguration_insecure_transport_sender.html"
"352"," Cookie Security: Cookie not Sent Over SSL","  A cookie is created without the <code>secure</code> flag set to <code>true</code>.","A6 Sensitive Data Exposure","614","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/cookie_security_cookie_not_sent_over_ssl.html"
"353"," Cookie Security: Overly Broad Domain","  A cookie with an overly broad domain opens an application to attacks through other applications.","A6 Sensitive Data Exposure",NA,"http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/cookie_security_overly_broad_domain.html"
"354"," Cookie Security: Overly Broad Path","  A cookie with an overly broad path can be accessed through other applications on the same domain.","A6 Sensitive Data Exposure",NA,"http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/cookie_security_overly_broad_path.html"
"355"," Cookie Security: Persistent Cookie","  Storing sensitive data in a persistent cookie can lead to a breach of confidentiality or account compromise.","A6 Sensitive Data Exposure","539","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/cookie_security_persistent_cookie.html"
"356"," HTTP Verb Tampering","  Security constraints that specify HTTP verbs often allow more access than intended.","A5 Security Misconfiguration","288","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/http_verb_tampering.html"
"357"," Insecure Randomness","  Standard pseudorandom number generators cannot withstand cryptographic attacks.",NA,"338","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/insecure_randomness.html"
"358"," Insecure Randomness: Hardcoded Seed","  Functions that generate random or pseudorandom values, which are passed a seed, should not be called with a constant argument.",NA,"336","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/insecure_randomness_hardcoded_seed.html"
"359"," Insecure Randomness: User-Controlled Seed","  Functions that generate random or pseudorandom values, which are passed a seed, should not be called with a tainted integer argument.",NA,"335","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/insecure_randomness_user_controlled_seed.html"
"360"," Insecure SSL: Android Customized Implementation","  The application implements a custom SSL interface.",NA,"297,296,298,299","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/insecure_ssl_android_customized_implementation.html"
"361"," Insecure SSL: Android Hostname Verification Disabled","  Hostname verification is disabled when making SSL connections.",NA,"297","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/insecure_ssl_android_hostname_verification_disabled.html"
"362"," Insecure SSL: Android Socket","  The method fails to make SSL verification checks.",NA,"297","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/insecure_ssl_android_socket.html"
"363"," Insecure SSL: Server Identity Verification Disabled","  Server identity verification is disabled when making SSL connections.",NA,"297","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/insecure_ssl_server_identity_verification_disabled.html"
"364"," Insecure Transport","  The call uses an unencrypted protocol instead of an encrypted protocol to communicate with the server.","A6 Sensitive Data Exposure","311","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/insecure_transport.html"
"365"," Insecure Transport: Mail Transmission","  Establishing an unencrypted connection to a mail server allows an attacker to carry out a man-in-the-middle attack and read all the mail transmissions.","A5 Security Misconfiguration","200","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/insecure_transport_mail_transmission.html"
"366"," J2EE Misconfiguration: Insecure Transport","  The application configuration should ensure that SSL is used for all access controlled pages.","A5 Security Misconfiguration","5","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/j2ee_misconfiguration_insecure_transport.html"
"367"," Key Management: Empty Encryption Key","  Empty encryption keys may compromise system security in a way that cannot be easily remedied.","A6 Sensitive Data Exposure","321","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/key_management_empty_encryption_key.html"
"368"," Key Management: Empty HMAC Key","  Empty HMAC keys could compromise system security in a way that cannot be easily remedied.","A6 Sensitive Data Exposure","321","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/key_management_empty_hmac_key.html"
"369"," Key Management: Hardcoded Encryption Key","  Hardcoded encryption keys may compromise system security in a way that cannot be easily remedied.","A6 Sensitive Data Exposure","321","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/key_management_hardcoded_encryption_key.html"
"370"," Key Management: Hardcoded HMAC Key","  Hardcoded HMAC keys could compromise system security in a way that cannot be easily remedied.","A6 Sensitive Data Exposure","321","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/key_management_hardcoded_hmac_key.html"
"371"," Key Management: Null Encryption Key","  Null encryption keys may compromise system security in a way that cannot be easily remedied.","A6 Sensitive Data Exposure","321","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/key_management_null_encryption_key.html"
"372"," Missing SecurityManager Check: Cloneable","  A cloneable class that performs this check in its constructor needs to perform the same check in its <code>clone()</code> method.",NA,"358","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/missing_securitymanager_check_cloneable.html"
"373"," Missing SecurityManager Check: Serializable","  A serializable class that performs a <code>SecurityManager</code> check in its constructor needs to perform the same check in its <code>readObject()</code> and <code>readObjectNoData</code> methods.",NA,"358","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/missing_securitymanager_check_serializable.html"
"374"," PCI Privacy Violation","  Mishandling private information, such as customer passwords or social security numbers, can compromise user privacy and is often illegal. ",NA,"359","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/pci_privacy_violation.html"
"375"," Password Management","  Storing a password in plaintext can result in a system compromise.","A6 Sensitive Data Exposure","256","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/password_management.html"
"376"," Password Management: Empty Password","  Empty passwords may compromise system security in a way that cannot be easily remedied.","A6 Sensitive Data Exposure","259","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/password_management_empty_password.html"
"377"," Password Management: Hardcoded Password","  Hardcoded passwords may compromise system security in a way that cannot be easily remedied.","A6 Sensitive Data Exposure","259,798","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/password_management_hardcoded_password.html"
"378"," Password Management: Null Password","  Null passwords can compromise security.","A6 Sensitive Data Exposure","259","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/password_management_null_password.html"
"379"," Password Management: Password in Comment","  Storing passwords or password details in plaintext anywhere in the system or system code may compromise system security in a way that cannot be easily remedied.","A6 Sensitive Data Exposure","615","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/password_management_password_in_comment.html"
"380"," Password Management: Password in Redirect","  Sending a password as part of an HTTP redirect will cause the password to be displayed, logged, or stored in a cache.","A6 Sensitive Data Exposure","359","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/password_management_redirect.html"
"381"," Password Management: Weak Cryptography","  Obscuring a password with a trivial encoding does not protect the password.","A6 Sensitive Data Exposure","261","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/password_management_weak_cryptography.html"
"382"," Privacy Violation","  Mishandling private information, such as customer passwords or social security numbers, can compromise user privacy and is often illegal. ","A6 Sensitive Data Exposure","359","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/privacy_violation.html"
"383"," Privacy Violation: Android Internal Storage","  Mishandling private information, such as customer passwords or social security numbers, can compromise user privacy and is often illegal. ","A6 Sensitive Data Exposure","359","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/privacy_violation_android_internal_storage.html"
"384"," Privacy Violation: Heap Inspection","  Storing sensitive data in a <code>String</code> object makes it impossible to reliably purge the data from memory.","A6 Sensitive Data Exposure","226","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/privacy_violation_heap_inspection.html"
"385"," Privacy Violation: Password","  A viewed password endangers system security.","A6 Sensitive Data Exposure","359","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/privacy_violation_password.html"
"386"," Privilege Management: Amazon Web Services Unchecked Permissions","  Unchecked arguments to methods that control permissions or access control lists can allow attackers to access sensitive data.","A5 Security Misconfiguration","265","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/privilege_management_amazon_web_services_unchecked_permissions.html"
"387"," Privilege Management: Android Data Storage","  The program requests permission to write data to Android's external storage.","A5 Security Misconfiguration","265","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/privilege_management_android_data_storage.html"
"388"," Privilege Management: Android Disable","  The program requests permission to disable the handset.","A5 Security Misconfiguration","265","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/privilege_management_android_disable.html"
"389"," Privilege Management: Android Location","  The program requests permission to access the device's GPS location.","A5 Security Misconfiguration","265","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/privilege_management_android_location.html"
"390"," Privilege Management: Android Messaging","  The program asks to perform SMS operations.","A5 Security Misconfiguration","265","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/privilege_management_android_messaging.html"
"391"," Privilege Management: Android Network","  The program requests permission to make a network connection.","A5 Security Misconfiguration","265","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/privilege_management_android_network.html"
"392"," Privilege Management: Android Telephony","  The program requests permission to make and receive telephone calls.","A5 Security Misconfiguration","265","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/privilege_management_android_telephony.html"
"393"," Privilege Management: Dangerous Intent Permission","  ","A5 Security Misconfiguration","265","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/privilege_management_dangerous_intent_permission.html"
"394"," Privilege Management: Missing API Permission","  The program attempts to perform an operation without requesting the required permission.","A5 Security Misconfiguration","265","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/privilege_management_missing_api_permission.html"
"395"," Privilege Management: Missing Content Provider Permission","  The program attempts to perform an operation without requesting the required permission.","A5 Security Misconfiguration","265","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/privilege_management_missing_content_provider_permission.html"
"396"," Privilege Management: Missing Intent Permission","  The program attempts to perform an operation without requesting the required permission.","A5 Security Misconfiguration","265","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/privilege_management_missing_intent_permission.html"
"397"," Privilege Management: Overly Broad Access Specifier","  Privileged code in <code>public</code> methods can be called from anywhere in the JVM.",NA,"265","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/privilege_management_overly_broad_access_specifier.html"
"398"," Privilege Management: Overriding Permission Verification","  Some functions may enable a programmer to be able to override the permissions specified by a user on an Android device at certain times.","A5 Security Misconfiguration","265","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/privilege_management_overriding_permission_verification.html"
"399"," Privilege Management: Unnecessary Permission","  The application fails to adhere to the principle of least privilege, which greatly amplifies the risk posed by other vulnerabilities.","A5 Security Misconfiguration","265","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/privilege_management_unnecessary_permission.html"
"400"," Tomcat Configuration: Insecure Transport","  The program transits information over insecure HTTP connections.","A5 Security Misconfiguration","5","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/tomcat_configuration_insecure_transport.html"
"401"," Weak Cryptographic Hash","  Weak cryptographic hashes cannot guarantee data integrity and should not be used in security-critical contexts.","A6 Sensitive Data Exposure","328","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/weak_cryptographic_hash.html"
"402"," Weak Cryptographic Hash: Hardcoded PBE Salt","  A hardcoded salt may compromise system security in a way that cannot be easily remedied.","A6 Sensitive Data Exposure","760","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/weak_cryptographic_hash_hardcoded_pbe_salt.html"
"403"," Weak Cryptographic Hash: Hardcoded Salt","  A hardcoded salt may compromise system security in a way that cannot be easily remedied.","A6 Sensitive Data Exposure","760","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/weak_cryptographic_hash_hardcoded_salt.html"
"404"," Weak Cryptographic Hash: Insecure PBE Iteration Count","  The iteration count used by a password-based key derivation function is too low.","A6 Sensitive Data Exposure","916","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/weak_cryptographic_hash_insecure_pbe_iteration_count.html"
"405"," Weak Cryptographic Hash: Missing Required Step","  The code misses invoking a required step during the process of generating a cryptographic hash.","A6 Sensitive Data Exposure","325","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/weak_cryptographic_hash_missing_required_step.html"
"406"," Weak Cryptographic Hash: User-Controlled Algorithm","  Using a user-controlled algorithm within a cryptographic hash may enable the attacker to specify a weak cryptographic hash algorithm, compromising data integrity and security of the application.","A6 Sensitive Data Exposure","328","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/weak_cryptographic_hash_user_controlled_algorithm.html"
"407"," Weak Cryptographic Hash: User-Controlled PBE Salt","  Potentially tainted user inputs should not be passed as the salt parameter to a Password-Based Key Derivation Function (PBKDF).","A6 Sensitive Data Exposure","328","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/weak_cryptographic_hash_user_controlled_pbe_salt.html"
"408"," Weak Cryptographic Hash: User-Controlled Salt","  Methods that generate cryptographic hashes, which are passed a salt, should not be called with a tainted salt argument.","A6 Sensitive Data Exposure","328","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/weak_cryptographic_hash_user_controlled_salt.html"
"409"," Weak Cryptographic Signature: Missing Required Step","  The code misses invoking a required step during the process of generating a cryptographic signature.","A6 Sensitive Data Exposure","325","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/weak_cryptographic_signature_missing_required_step.html"
"410"," Weak Encryption","  The identified call uses a weak encryption algorithm that cannot guarantee the confidentiality of sensitive data.","A6 Sensitive Data Exposure","327","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/weak_encryption.html"
"411"," Weak Encryption: Byte Array to String Conversion","  Converting an encryption key to a <code>String</code> can lead to a significant loss of entropy.","A6 Sensitive Data Exposure","320","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/weak_encryption_byte_array_to_string_conversion.html"
"412"," Weak Encryption: Inadequate RSA Padding","  Public key RSA encryption is performed without using OAEP padding, thereby making the encryption weak.","A6 Sensitive Data Exposure","780","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/weak_encryption_inadequate_rsa_padding.html"
"413"," Weak Encryption: Insecure Initialization Vector","  Initialization vectors should be created using a cryptographic pseudorandom number generator.","A6 Sensitive Data Exposure","329","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/weak_encryption_insecure_initialization_vector.html"
"414"," Weak Encryption: Insecure Mode of Operation","  Cryptographic encryption algorithms should not be used with an insecure mode of operation.","A6 Sensitive Data Exposure","327","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/weak_encryption_insecure_mode_of_operation.html"
"415"," Weak Encryption: Insufficient Key Size","  An otherwise strong encryption algorithm is vulnerable to brute-force attack when a small key size is used.","A6 Sensitive Data Exposure","326","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/weak_encryption_insufficient_key_size.html"
"416"," Weak Encryption: Missing Required Step","  The code misses invoking a required step during a symmetric key generation, encryption, or decryption process.","A6 Sensitive Data Exposure","325","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/weak_encryption_missing_required_step.html"
"417"," Weak Encryption: User-Controlled Key Size","  Encryption functions that take a key size parameter should not be passed a tainted key size value.","A6 Sensitive Data Exposure","320","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/weak_encryption_user_controlled_key_size.html"
"418"," Weak SecurityManager Check: Overridable Method","  Non-final methods that perform security checks can be overridden in ways that bypass security checks.","A7 Missing Function Level Access Control","358","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/weak_securitymanager_check_overridable_method.html"
"419"," Code Correctness: Call to sleep() in Lock","  Calling <code>sleep()</code> while holding a lock can cause a loss of performance and might cause a deadlock.",NA,"557","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/code_correctness_call_to_sleep_in_lock.html"
"420"," Code Correctness: Double-Checked Locking","  Double-checked locking is an incorrect idiom that does not achieve the intended effect.",NA,"609","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/code_correctness_double_checked_locking.html"
"421"," J2EE Bad Practices: Insufficient Session Expiration","  The method sets up a session that never expires.","A2 Broken Authentication and Session Management","613","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/j2ee_bad_practices_insufficient_session_expiration.html"
"422"," J2EE Bad Practices: JVM Termination","  A web application should not attempt to shut down its container.",NA,"382","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/j2ee_badpractices_jvm_termination.html"
"423"," J2EE Bad Practices: Non-Serializable Object Stored in Session","  Storing a non-serializable object as an <code>HttpSession</code> attribute can damage application reliability.","A2 Broken Authentication and Session Management","579","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/j2ee_bad_practices_non_serializable_object_stored_in_session.html"
"424"," J2EE Bad Practices: Threads","  Thread management in a web application is forbidden in some circumstances and is always highly error prone.",NA,"383","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/j2ee_badpractices_threads.html"
"425"," Race Condition: Format Flaw","  The methods <code>parse()</code> and <code>format()</code> in <code>java.text.Format</code> contain a design flaw that can cause one user to see another user's data.",NA,"362,488","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/race_condition_format_flaw.html"
"426"," Race Condition: Singleton Member Field","  Servlet member fields might allow one user to see another user's data.",NA,"362,488","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/singleton_member_field_race_condition.html"
"427"," Race Condition: Static Database Connection(dbconn)","  Database connections stored in static fields will be shared between threads.",NA,"362,567","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/race_dbconn.html"
"428"," Session Fixation","  Authenticating a user without invalidating any existing session identifier gives an attacker the opportunity to steal authenticated sessions. ","A2 Broken Authentication and Session Management","384","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/session_fixation.html"
